Registration Number,Registration Via,Card Number,STID Number,Plat Number,Company,Date Active,Date Expired,Date Request,Date Submit,Date Approval
REQ22SUB00682,APTRINDO,0000001807627021,CA4000503,L9636UZ,PT MEGA SAMUDRA TAMA,2022-9-15,2024-9-15,2022-9-7,2022-9-8,2022-9-8
REQ22SUB00683,APTRINDO,,CA4001649,L8955UG,PT MEGA SAMUDRA TAMA,,,2022-9-7,2022-9-20,2022-9-21
REQ22SUB00684,APTRINDO,,,L9248UR,PT MEGA SAMUDRA TAMA,,,2022-9-7,2022-9-8,
REQ22SUB00685,MANDIRI,0000001687201869,CA4000527,B9296SYL,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00686,MANDIRI,0000001687524589,CA4000534,L8380UB,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00687,MANDIRI,0000001809392525,CA4000587,L8825AH,PT LUCKY JAYA TRANS,2022-9-12,2024-9-12,2022-9-8,2022-9-9,2022-9-9
REQ22SUB00688,MANDIRI,0000001705640029,CA4000535,L8104UW,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00689,MANDIRI,,,L8830UJ,PT BALI JAYA TRANSINDO,,,2022-9-8,2022-9-8,
REQ22SUB00689,MANDIRI,,,L9521UJ,PT BALI JAYA TRANSINDO,,,2022-9-8,2022-9-8,
REQ22SUB00690,MANDIRI,0000001687150285,CA4000540,L8103AJ,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00691,MANDIRI,0000001687348653,CA4000541,L9319UY,PT. JAYA BARU MELANTI,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00692,MANDIRI,0000001809560877,CA4000473,L9930UU,PT BALI JAYA TRANSINDO,2022-9-8,2024-9-8,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00693,MANDIRI,0000001687336253,CA4000523,L9803US,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00694,MANDIRI,0000001809198893,CA4000474,L9174UL,PT BALI JAYA TRANSINDO,2022-9-8,2024-9-8,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00695,MANDIRI,0000001687481581,CA4000528,L9733UI,PT. JAYA BARU MELANTI,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00696,MANDIRI,0000001810070029,CA4000563,L8798UF,PT. ADVIANT BERKAT MANDIRI,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00697,MANDIRI,0000001705287853,CA4000578,L8450UO,PT. ADVIANT BERKAT MANDIRI,2022-9-12,2024-9-12,2022-9-8,2022-9-9,2022-9-9
REQ22SUB00698,MANDIRI,0000001807857437,CA4000974,L8318UA,PT. ADVIANT BERKAT MANDIRI,2022-9-14,2024-9-14,2022-9-8,2022-9-14,2022-9-14
REQ22SUB00699,MANDIRI,0000001807976973,CA4000975,L8809UF,PT. ADVIANT BERKAT MANDIRI,2022-9-14,2024-9-14,2022-9-8,2022-9-14,2022-9-14
REQ22SUB00700,MANDIRI,0000001704884173,CA4000519,L9203UW,PT HINDRIA INDAH,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00701,MANDIRI,0000001809217373,CA4000972,L8452UO,PT. ADVIANT BERKAT MANDIRI,2022-9-14,2024-9-14,2022-9-8,2022-9-14,2022-9-14
REQ22SUB00702,MANDIRI,0000001808555709,CA4000571,L8346UA,PT. ADVIANT BERKAT MANDIRI,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00703,MANDIRI,0000001809517581,CA4000572,L8851UW,PT HINDRIA INDAH,2022-9-14,2024-9-14,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00704,MANDIRI,0000001706391565,CA4000574,L8324UA,PT. ADVIANT BERKAT MANDIRI,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00705,MANDIRI,0000001809283517,CA4000970,L8161UP,PT. ADVIANT BERKAT MANDIRI,2022-9-14,2024-9-14,2022-9-8,2022-9-14,2022-9-14
REQ22SUB00706,MANDIRI,0000001705971933,CA4000575,L8801UF,PT. ADVIANT BERKAT MANDIRI,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00707,MANDIRI,0000001809704541,CA4000967,L8314UA,PT. ADVIANT BERKAT MANDIRI,2022-9-14,2024-9-14,2022-9-8,2022-9-14,2022-9-14
REQ22SUB00708,MANDIRI,0000001809255485,CA4000966,L8295UA,PT. ADVIANT BERKAT MANDIRI,2022-9-14,2024-9-14,2022-9-8,2022-9-14,2022-9-14
REQ22SUB00709,MANDIRI,0000001807867901,CA4000576,AD8922FA,PT PUTRA BANGKALAN TRANS,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00710,ORGANDA,,CA4000592,L8374UD,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00711,MANDIRI,0000001809249277,CA4000579,L9632UI,PT. JAYA BARU MELANTI,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00712,ORGANDA,,CA4000593,L8519UD,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00713,ORGANDA,,CA4000594,L8202UM,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00714,ORGANDA,,CA4000595,L8944UJ,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00715,ORGANDA,,,L9561UT,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,
REQ22SUB00716,MANDIRI,0000001705881789,CA4000596,L9023UM,PT. ADVIANT BERKAT MANDIRI,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00717,ORGANDA,,,L9167UH,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,
REQ22SUB00717,ORGANDA,,,L8213UT,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,
REQ22SUB00718,ORGANDA,,CA4000600,L8214UN,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00719,ORGANDA,,CA4000601,L8425UD,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00720,MANDIRI,0000001809629981,CA4000964,L8317UA,PT. ADVIANT BERKAT MANDIRI,2022-9-14,2024-9-14,2022-9-8,2022-9-14,2022-9-14
REQ22SUB00721,ORGANDA,,CA4000602,L8580UA,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00722,ORGANDA,,CA4000604,L9085UA,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00723,ORGANDA,,CA4000605,L8509UA,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00724,ORGANDA,,CA4000606,L8611UA,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00725,MANDIRI,0000001705733757,CA4000597,L9014UM,PT. ADVIANT BERKAT MANDIRI,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00726,ORGANDA,,CA4000608,L8576UA,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00727,ORGANDA,,CA4000609,L9593UU,PT. DEPO JANGKAR PASIFIK,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00728,ORGANDA,,CA4000610,L9747UZ,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00729,MANDIRI,0000001808285069,CA4000611,L9707UX,PT. SUMBER REJEKI PUTRA,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00730,ORGANDA,,CA4000613,L8990UV,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00731,ORGANDA,,CA4000614,L8003UW,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00732,MANDIRI,0000001704760621,CA4000518,B9104TB,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00733,ORGANDA,,CA4000638,L8005UY,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00734,ORGANDA,,CA4000640,L8266UI,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00735,MANDIRI,0000001809229261,CA4000586,B9829JM,PT LUCKY JAYA TRANS,2022-9-12,2024-9-12,2022-9-8,2022-9-9,2022-9-9
REQ22SUB00736,ORGANDA,,CA4000644,L8381UY,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00737,ORGANDA,,CA4000648,L8295UL,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00738,ORGANDA,,CA4000657,L9136UV,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00739,MANDIRI,0000001809326237,CA4000667,B9117UEH,PT PUTRA BANGKALAN TRANS,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00740,ORGANDA,,CA4000666,L8200UV,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00741,ORGANDA,,CA4000668,L9051UY,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00742,MANDIRI,0000001808365277,CA4000669,L8546UR,PT DERMAGA,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00743,ORGANDA,,CA4000662,L9050UY,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00744,ORGANDA,,CA4000670,L9635UW,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00745,ORGANDA,,,L9901UW,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,
REQ22SUB00746,ORGANDA,,CA4000671,L9200UO,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00747,MANDIRI,0000001687318621,CA4000517,L9520UK,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00748,ORGANDA,,CA4000665,L9225UO,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00749,ORGANDA,,CA4000661,L9216UO,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00750,ORGANDA,,CA4000585,L9290UW,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00751,MANDIRI,0000001687351965,CA4000516,L8506UX,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00752,ORGANDA,,CA4000582,L8390UY,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00753,ORGANDA,,CA4000581,L8949UI,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00754,MANDIRI,0000001688294541,CA4000499,L9535UX,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00755,ORGANDA,,CA4000580,L9912UG,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00756,MANDIRI,0000001809672365,CA4000515,B9116FO,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00757,MANDIRI,0000001809273693,CA4000514,W8470UR,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00758,MANDIRI,0000001809142605,CA4000513,S8531US,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00759,MANDIRI,0000001704737197,CA4000555,L8133UY,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00760,ORGANDA,,CA4000584,L9653UH,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00761,ORGANDA,,CA4000583,L8652UC,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00762,ORGANDA,,CA4000672,L8644UC,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00763,ORGANDA,,CA4000673,L8775UX,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00764,MANDIRI,0000001807732109,CA4000512,L8618UZ,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00765,ORGANDA,,CA4000674,L8680UX,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00766,ORGANDA,,CA4000675,L8562UI,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00767,ORGANDA,,CA4000676,L8387UW,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00768,ORGANDA,,CA4000660,L8393UW,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00769,MANDIRI,0000001809146669,CA4000511,L9170BS,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00770,ORGANDA,,CA4000677,L9151UU,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00771,ORGANDA,,,L9152UU,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,
REQ22SUB00772,ORGANDA,,CA4000678,L9464UL,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00773,ORGANDA,,CA4000663,L8294UC,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-10
REQ22SUB00774,MANDIRI,0000001704740301,CA4000510,L9223US,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00775,ORGANDA,,CA4000573,L8274UC,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00776,ORGANDA,,CA4000520,L8853UE,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00777,MANDIRI,0000001704042733,CA4000509,L9563UK,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00778,ORGANDA,,CA4000521,L8856UE,PT. BUMIMAS CARGO EXPRESS,,,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00779,MANDIRI,0000001689898909,CA4000508,L9505UY,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00780,MANDIRI,0000001704907261,CA4000507,L9004UE,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00781,MANDIRI,0000001689536109,CA4000506,L9773UX,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00782,MANDIRI,0000001686785389,CA4000505,N8332US,PT LUCKY JAYA TRANS,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-8
REQ22SUB00783,MANDIRI,0000001807544541,CA4000562,L9006UY,PT. SUMBER REJEKI PUTRA,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00784,MANDIRI,0000001809185997,CA4000561,L9832UX,PT. SUMBER REJEKI PUTRA,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00785,APTRINDO,0000001809523421,CA4000998,L8806UO,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-8,2022-9-13,2022-9-14
REQ22SUB00786,APTRINDO,0000001808834333,CA4000679,L9865UC,PT SURYA BUANA SENTOSA,2022-9-12,2024-9-12,2022-9-8,2022-9-10,2022-9-10
REQ22SUB00787,APTRINDO,0000001808807709,CA4000680,L9329UA,PT SURYA BUANA SENTOSA,2022-9-12,2024-9-12,2022-9-8,2022-9-10,2022-9-10
REQ22SUB00788,APTRINDO,0000001809642813,CA4000681,L9649UX,PT SURYA BUANA SENTOSA,2022-9-12,2024-9-12,2022-9-8,2022-9-10,2022-9-10
REQ22SUB00789,APTRINDO,0000001704612237,CA4001380,L9128UN,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-8,2022-9-16,2022-9-18
REQ22SUB00790,MANDIRI,,,L9981UO,PT PUTRA BANGKALAN TRANS,,,2022-9-8,2022-9-9,
REQ22SUB00791,APTRINDO,0000001807760605,CA4000682,L9465UX,PT SURYA BUANA SENTOSA,2022-9-12,2024-9-12,2022-9-8,2022-9-10,2022-9-10
REQ22SUB00792,MANDIRI,0000001809365261,CA4000560,L8533UF,PT. SUMBER REJEKI PUTRA,2022-9-9,2024-9-9,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00793,APTRINDO,0000001809164333,CA4000683,L8020UK,PT SURYA BUANA SENTOSA,2022-9-12,2024-9-12,2022-9-8,2022-9-10,2022-9-10
REQ22SUB00794,APTRINDO,0000001809227725,CA4000684,L8011UU,PT SURYA BUANA SENTOSA,2022-9-12,2024-9-12,2022-9-8,2022-9-10,2022-9-10
REQ22SUB00795,APTRINDO,0000001809373853,CA4000997,L8509UL,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-8,2022-9-13,2022-9-14
REQ22SUB00796,APTRINDO,0000001690094173,CA4000559,L8043UG,PT SIDO MAKMUR PUTRA,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00797,APTRINDO,0000001807961805,CA4000558,L8730UC,PT SIDO MAKMUR PUTRA,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00798,APTRINDO,0000001809245117,CA4000557,L8730UE,PT SIDO MAKMUR PUTRA,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00799,APTRINDO,0000001808561341,CA4000556,L9327UY,PT SIDO MAKMUR PUTRA,2022-9-12,2024-9-12,2022-9-8,2022-9-8,2022-9-9
REQ22SUB00800,MANDIRI,0000001809711101,CA4000551,B9022SYL,PT MULTI BERKAH MANDIRI,2022-9-12,2024-9-12,2022-9-9,2022-9-9,2022-9-9
REQ22SUB00801,MANDIRI,0000001808953949,CA4000548,B9457XA,PT MULTI BERKAH MANDIRI,2022-9-12,2024-9-12,2022-9-9,2022-9-9,2022-9-9
REQ22SUB00802,MANDIRI,0000001704715725,CA4000547,B9549AU,PT MULTI BERKAH MANDIRI,2022-9-9,2024-9-9,2022-9-9,2022-9-9,2022-9-9
REQ22SUB00803,MANDIRI,0000001687238461,CA4000546,B9666VO,PT MULTI BERKAH MANDIRI,2022-9-9,2024-9-9,2022-9-9,2022-9-9,2022-9-9
REQ22SUB00804,MANDIRI,0000001705492045,CA4000545,B9926SZ,PT MULTI BERKAH MANDIRI,2022-9-9,2024-9-9,2022-9-9,2022-9-9,2022-9-9
REQ22SUB00805,MANDIRI,0000001690152973,CA4000544,BK8473TO,PT MULTI BERKAH MANDIRI,2022-9-9,2024-9-9,2022-9-9,2022-9-9,2022-9-9
REQ22SUB00806,MANDIRI,0000001809664717,CA4000564,L8161UK,PT MULTI BERKAH MANDIRI,2022-9-12,2024-9-12,2022-9-9,2022-9-9,2022-9-9
REQ22SUB00807,MANDIRI,0000001690223405,CA4000543,L8626UF,PT MULTI BERKAH MANDIRI,2022-9-9,2024-9-9,2022-9-9,2022-9-9,2022-9-9
REQ22SUB00808,MANDIRI,0000001689822109,CA4000542,L8726UX,PT MULTI BERKAH MANDIRI,2022-9-9,2024-9-9,2022-9-9,2022-9-9,2022-9-9
REQ22SUB00809,MANDIRI,0000001687153085,CA4000539,L9003UY,PT MULTI BERKAH MANDIRI,2022-9-9,2024-9-9,2022-9-9,2022-9-9,2022-9-9
REQ22SUB00810,MANDIRI,0000001704862957,CA4000538,L9841UO,PT MULTI BERKAH MANDIRI,2022-9-9,2024-9-9,2022-9-9,2022-9-9,2022-9-9
REQ22SUB00811,MANDIRI,0000001704806317,CA4000537,L9885UA,PT MULTI BERKAH MANDIRI,2022-9-9,2024-9-9,2022-9-9,2022-9-9,2022-9-9
REQ22SUB00812,MANDIRI,0000001704814765,CA4000536,L8482UK,PT MULTI BERKAH MANDIRI,2022-9-9,2024-9-9,2022-9-9,2022-9-9,2022-9-9
REQ22SUB00813,APTRINDO,0000001809016317,CA4000685,L9886UR,PT SURYA BUANA SENTOSA,2022-9-12,2024-9-12,2022-9-9,2022-9-10,2022-9-10
REQ22SUB00814,APTRINDO,0000001810008877,CA4000686,L9563UP,PT SURYA BUANA SENTOSA,2022-9-12,2024-9-12,2022-9-9,2022-9-10,2022-9-10
REQ22SUB00815,MANDIRI,0000001807598765,CA4000577,L8240UI,PT DERMAGA,2022-9-12,2024-9-12,2022-9-9,2022-9-9,2022-9-9
REQ22SUB00816,APTRINDO,0000001809056157,CA4000687,L8467UQ,PT SURYA BUANA SENTOSA,2022-9-12,2024-9-12,2022-9-9,2022-9-10,2022-9-10
REQ22SUB00817,MANDIRI,0000001809647469,CA4000664,L9069UA,PT DERMAGA,2022-9-12,2024-9-12,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00818,MANDIRI,0000001807886637,CA4000926,S9814NC,PT PERMANA JAYA ABADI,2022-9-15,2024-9-15,2022-9-9,2022-9-13,2022-9-13
REQ22SUB00819,MANDIRI,0000001688802557,CA4001522,B9774WV,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-9,2022-9-19,2022-9-19
REQ22SUB00820,MANDIRI,0000001807949549,CA4000623,L9256UF,PT. HERCULES EKSPRES INTERNASIONAL,2022-9-12,2024-9-12,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00821,MANDIRI,0000001809687197,CA4000688,L9943UI,PT. SUMBER REJEKI PUTRA,2022-9-12,2024-9-12,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00822,MANDIRI,,,DK8405B,HAMZAH GLOBAL TRANS,,,2022-9-9,2022-9-19,
REQ22SUB00823,MANDIRI,,,8644613,HAMZAH GLOBAL TRANS,,,2022-9-9,2022-9-19,
REQ22SUB00824,MANDIRI,0000001688203965,CA4001521,L9070UX,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-9,2022-9-19,2022-9-19
REQ22SUB00825,MANDIRI,0000001687087181,CA4001520,L9497UW,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-9,2022-9-19,2022-9-19
REQ22SUB00826,MANDIRI,0000001809284413,CA4000693,L9412UN,PT DERMAGA,2022-9-12,2024-9-12,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00827,APTRINDO,0000001809095757,CA4000689,L9042UY,PT SURYA BUANA SENTOSA,2022-9-12,2024-9-12,2022-9-9,2022-9-10,2022-9-10
REQ22SUB00828,ORGANDA,,CA4000694,L9371UI,PT. BUMIMAS CARGO EXPRESS,,,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00829,ORGANDA,,CA4000695,L9372UI,PT. BUMIMAS CARGO EXPRESS,,,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00830,ORGANDA,,CA4000696,L8705UB,PT. BUMIMAS CARGO EXPRESS,,,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00831,ORGANDA,,CA4000697,L8689UB,PT. BUMIMAS CARGO EXPRESS,,,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00832,ORGANDA,,CA4000698,L8230UP,PT. BUMIMAS CARGO EXPRESS,,,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00833,ORGANDA,,CA4000699,L8231UP,PT. BUMIMAS CARGO EXPRESS,,,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00834,ORGANDA,,CA4000700,L8265UZ,PT. BUMIMAS CARGO EXPRESS,,,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00835,ORGANDA,,CA4000701,L9633UW,PT. BUMIMAS CARGO EXPRESS,,,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00836,ORGANDA,,,L9446UD,PT. BUMIMAS CARGO EXPRESS,,,2022-9-9,2022-9-9,
REQ22SUB00837,ORGANDA,,,L9205UF,PT. BUMIMAS CARGO EXPRESS,,,2022-9-9,2022-9-9,
REQ22SUB00838,ORGANDA,,CA4000702,L8463UU,PT. BUMIMAS CARGO EXPRESS,,,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00839,ORGANDA,,CA4000703,L8983UW,PT. BUMIMAS CARGO EXPRESS,,,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00840,ORGANDA,,,L9022UW,PT. TUNGYA PERKASA FREIGHT FORWARDING,,,2022-9-9,2022-9-10,
REQ22SUB00841,ORGANDA,,,L8272UZ,PT. TUNGYA PERKASA FREIGHT FORWARDING,,,2022-9-9,2022-9-10,
REQ22SUB00842,ORGANDA,,CA4000908,L8273UW,PT. TUNGYA PERKASA FREIGHT FORWARDING,,,2022-9-9,2022-9-10,2022-9-13
REQ22SUB00843,ORGANDA,,CA4000909,L8274UX,PT. TUNGYA PERKASA FREIGHT FORWARDING,,,2022-9-9,2022-9-10,2022-9-13
REQ22SUB00844,ORGANDA,,,L8272UY,PT. TUNGYA PERKASA FREIGHT FORWARDING,,,2022-9-9,2022-9-10,
REQ22SUB00845,MANDIRI,0000001808464109,CA4000621,L8630UA,PT CAHAYA SEKAR CARGO,2022-9-12,2024-9-12,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00846,ORGANDA,,CA4000902,B9875AX,PT. TUNGYA PERKASA FREIGHT FORWARDING,,,2022-9-9,2022-9-10,2022-9-13
REQ22SUB00847,MANDIRI,0000001809157517,CA4000618,B9199UIV,PT CAHAYA SEKAR CARGO,2022-9-12,2024-9-12,2022-9-9,2022-9-9,2022-9-10
REQ22SUB00848,APTRINDO,0000001809689757,CA4000690,L9212UP,PT SURYA BUANA SENTOSA,2022-9-12,2024-9-12,2022-9-9,2022-9-10,2022-9-10
REQ22SUB00849,APTRINDO,0000001807624797,CA4000812,L8915UK,PT SURYA BUANA SENTOSA,2022-9-12,2024-9-12,2022-9-9,2022-9-10,2022-9-12
REQ22SUB00850,MANDIRI,0000001706419853,CA4000813,L8306UY,PT. DJASA BAHARI,2022-9-16,2024-9-16,2022-9-9,2022-9-9,2022-9-12
